marca,modelo,cod_fipe,novo_a,novo_g,med18a,med18g,med17a,med17g,med16a,med16g,med15a,med15g,med14a,med14g,med13a,med13g,med12a,med12g,med11a,med11g,med10a,med10g,med09a,med09g,med08a,med08g,med07a,med07g,med06a,med06g,med05a,med05g,med04a,med04g,med03a,med03g,med02a,med02g,med01a,med01g,med00a,med00g,med99a,med99g,med98a,med98g,med97a,med97g,med96a,med96g,med95a,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Volvo,S60 T-4 1.6 180cv 4p,029082-3,,,,,,,,,,,,,,,,55661,,53875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-4 KINETIC 2.0 190cv 4p,029114-5,,142055,,,,129985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-4 MOMENTUM 2.0 190cv 4p,029115-3,,153950,,,,141000,,133414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-5 2.0 240cv 4p,029083-1,,,,,,,,,,,,,,87882,,65298,,57126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-5 2.3,029053-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30149,,27819,,20449,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-5 KINETIC 2.0 245cv 4p,029094-7,,134001,,,,,,113600,,108349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-5 MOMENTUM 2.0 245cv 4p,029093-9,,144500,,,,,,129906,,109357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-5 R-DESIGN 2.0 240cv 4p,029090-4,,149060,,,,,,,,117977,,99318,,88691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-6 3.0 304cv AWD 4p,029084-0,,,,,,,,,,,,,,,,,,69851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-6 R-DESIGN 2.0 306cv FWD 4p,029105-6,,209750,,,,173879,,165938,,153887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S60 T-6 R-DESIGN 3.0 AWD 4p,029086-6,,190463,,,,,,,,145437,,121608,,117310,,87656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S70 2.5,029014-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16340,,14278,,12785,,,,,,,,,,,,,,,00005
Volvo,S70 2.5 Aut.,029037-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19059,,17921,,17378,,14448,,,,,,,,,,,,,,,00005
Volvo,S70 R,029008-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22958,,19517,,,,,,,,,,,,,,,,,00005
Volvo,S70 R Aut.,029038-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25540,,24493,,21743,,,,,,,,,,,,,,,,,00005
Volvo,S70 T-5 2.3,029015-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18415,,16501,,15790,,,,,,,,,,,,,,,00005
Volvo,S80 2.9,029016-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43567,,,,30658,,24291,,23509,,22688,,20830,,,,,,,,,,,,,,,,,00005
Volvo,S80 2.9 ARM,029046-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30861,,26694,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S80 3.2 238cv Aut.,029070-0,,,,,,,,,,,,,,,,,,,,,,68251,,62885,,44887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S80 4.4 V8 315cv AWD Aut.,029071-8,,,,,,,,,,,,,,,,,,,,110958,,102063,,89855,,75298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S80 T6 2.8 BI-Turbo,029009-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,51610,,41579,,39881,,38633,,32672,,31090,,24800,,21650,,19829,,,,,,,,,,,,,,,,,00005
Volvo,S80 T6 2.8 BI-Turbo ARM,029047-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37274,,35265,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S80 T-6 Executive 2.8,029055-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35696,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,S80 T-6 Executive ARM 2.8 24v,029056-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46073,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V40 1.8 Aut,029006-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16961,,15796,,15263,,14306,,13590,,,,,,,,,,,,,,,00005
Volvo,V40 1.8 Mec.,029035-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15487,,14167,,13565,,11648,,,,,,,,,,,,,,,00005
Volvo,V40 2.0,029017-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17588,,16676,,16138,,15599,,14242,,,,,,,,,,,,,,,00005
Volvo,V40 2.0 Aut.,029040-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22119,,20364,,18326,,17647,,16239,,15661,,14942,,,,,,,,,,,,,,,00005
Volvo,V40 2.0 Turbo,029028-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25750,,22752,,21710,,19145,,18308,,17628,,17053,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-3 KINETIC 1.5 Aut.,029103-0,,105999,,,,,,92997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-4,029019-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18089,,17009,,16278,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-4 ARM Aut.,029049-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21080,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-4 Aut./Mec.,029039-4,,114715,,,,,,,,89692,,80718,,75971,,,,,,,,,,,,,,,,,,,,23605,,20465,,19067,,18492,,17866,,17302,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-4 Cross Country 2.0 FWD Aut.,029112-9,,156245,,,,137809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-4 KINETIC 2.0 Aut.,029111-0,,117200,,,,107644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-4 MOMENTUM 2.0 Aut.,029106-4,,140050,,,,117517,,113816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-5 Cross Country 2.0 Awd Aut.,029092-0,,150742,,,,,,125164,,113365,,108894,,104645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V40 T-5 R-DESIGN 2.0 Aut.,029091-2,,165837,,,,136847,,126811,,114299,,95493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V50 2.4 20V 140cv Aut.,029077-7,,,,,,,,,,,,,,,,,,,,,,53769,,48150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V50 2.4 20V 170cv Aut.,029066-1,,,,,,,,,,,,,,,,,,,,,,56760,,50844,,37121,,32465,,31118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V50 T-5 2.5 220cv Aut.,029062-9,,,,,,,,,,,,,,,,,,89462,,59945,,56854,,50985,,45069,,35445,,33745,,29012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V60 T-4 KINETIC 2.0 190cv 5p,029116-1,,146712,,,,133591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V60 T-4 MOMENTUM 2.0 190cv 5p,029113-7,,162900,,,,143636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V60 T-5 KINETIC 2.0 245cv 5p,029096-3,,141059,,,,,,114855,,110248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V60 T-5 MOMENTUM 2.0 245cv 5p,029095-5,,152790,,,,,,123512,,116750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V60 T-5 R-DESING 2.0 5p,029088-2,,153103,,,,,,,,133513,,104071,,100036,,96398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V60 T-6 R-DESIGN 2.0 FWD 4p,029107-2,,222580,,,,190437,,180164,,167753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V60 T-6 R-DESIGN 3.0 AWD 4p,029089-0,,196964,,,,,,,,144976,,137972,,132894,,128556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V70 2.5,029020-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22565,,18841,,17124,,14703,,,,,,,,,,,,,,,00005
Volvo,V70 Cross Country 2.4,029052-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21859,,20861,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V70 R 2.5 300cv AWD Aut.,029010-6,,,,,,,,,,,,,,,,,,,,,,,,,,113854,,82889,,61313,,58910,,,,,,,,,,18903,,17388,,,,,,,,,,,,,,,,,00005
Volvo,V70 R 2.5 300cv AWD Mec.,029064-5,,,,,,,,,,,,,,,,,,,,,,,,,,95412,,79985,,60611,,54687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V70 T 2.0 20v 180cv 4p Aut.,029058-0,,,,,,,,,,,,,,,,,,,,,,,,,,55985,,50121,,34351,,32112,,31021,,24985,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V70 T 2.4,029044-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26367,,21300,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V70 T 2.4/ 2.5 Premium,029045-9,,,,,,,,,,,,,,,,,,,,,,,,,,49580,,42878,,38666,,35262,,33782,,31614,,27539,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,V70 T5 2.3,029022-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31242,,29770,,22969,,21718,,19418,,15217,,12229,,,,,,,,,,,,,,,00005
Volvo,V70 XC/ XC 70,029021-1,,,,,,,,,,,,,,,,,,,,92672,,69944,,59143,,50182,,43320,,38710,,36490,,35098,,33995,,31630,,30275,,22661,,21721,,19788,,,,,,,,,,,,,,,00005
Volvo,XC 60 2.0 T5  5p,029085-8,,150654,,,,,,,,122962,,100514,,84249,,71486,,66181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 3.0 AWD 5p,029078-5,,214621,,,,,,,,168556,,146445,,136839,,99696,,72187,,60983,,57432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 D-5 KINETIC 2.4 AWD Diesel 5p,029109-9,,201975,,,,184972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 D-5 MOMENTUM 2.4  AWD Diesel  5p,029108-0,,227308,,,,207230,,,,176666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 R-DESIGN 3.0 304cv AWD 5p,029079-3,,,,,,,,,,195685,,177485,,152968,,106415,,82554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 T-5 INSCRIPTION 2.0 245 cv FWD 5p,029110-2,,213633,,,,192691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 T-5 KINETIC 2.0 245cv FWD 5p,029102-1,,164641,,,,137101,,128530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 T-5 MOMENTUM 2.0 245cv FWD 5p,029104-8,,188687,,,,170555,,154504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 T-5 R-DESIGN 2.0 FWD 5p,029087-4,,212133,,,,184032,,162727,,146854,,121011,,99427,,79915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 T-6  R-DESIGN 2.0 306cv FWD 5p,029101-3,,241474,,,,,,191959,,172732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 60 T-6 INSCRIPTION 2.0 FWD 5p,029097-1,,213044,,,,,,195100,,177082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 90 2.5T 210cv AWD 5p,029067-0,,,,,,,,,,,,,,,,,,,,,,,,,,46920,,43356,,40217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Volvo,XC 90 3.2 238cv AWD 5p,029076-9,,,,,,,,,,,,,,144854,,123855,,68011,,63569,,53965,,49696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Volvo,XC 90 4.4 V8 315cv AWD 5p,029068-8,,,,,,,,,,,,,,,,,,119638,,86458,,73106,,61460,,57681,,48421,,45284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Volvo,XC 90 D-5 INSCRIPTION 2.0 235cv Dies. 5p,029118-8,,419750,,,,374760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 90 D-5 MOMENTUM 2.0 235cv Diesel 5p,029117-0,,369750,,,,335336,,313712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 90 T6 2.9 BI-TB 272cv AWD 5p,029059-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,49236,,44722,,41998,,40607,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Volvo,XC 90 T-6 FIRST EDITION 2.0 320cv 5p,029100-5,,389340,,,,,,326018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 90 T-6 INSCRIPTION 2.0 320CV 5p,029099-8,,376712,,,,333338,,310824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 90 T-6 MOMENTUM 2.0 320cv 5P,029098-0,,339000,,,,303450,,268553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 90 T-8 HÍBRIDO EXCELLENCE 2.0  5p,029120-0,,504968,,,,447370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Volvo,XC 90 T-8 HÍBRIDO INSCRIPT 2.0 5p,029119-6,,437277,,,,384023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK CD2.0 16V/S CD2.0 16V TDI 4x2 Die,005329-5,,,,,,,,,,,,,,69986,,65453,,63060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die,005330-9,,122025,,,,104100,,94920,,90022,,75850,,70864,,66137,,64055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK CS2.0 16V/S2.0 16V TDI 4x2 Diesel,005337-6,,,,,,,,,,,,65988,,61224,,58511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
VW - VolksWagen,AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel,005338-4,,110393,,,,96741,,88079,,79185,,66751,,64347,,62360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
VW - VolksWagen,AMAROK Hig. Extreme CD 2.0 4x4 Dies. Aut,005470-4,,171540,,,,156945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK Hig.ULTIMATE CD 2.0 4x4 Dies. Aut,005464-0,,170349,,,,,,148087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut,005340-6,,160930,,,,141650,,137065,,123066,,104095,,90869,,82464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK Highline CD 2.0 16V TDI 4x4 Dies.,005320-1,,,,,,,,,,,,99696,,87685,,76082,,68367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK SE CD 2.0 16V TDI 4x4 Diesel,005325-2,,125095,,,,110277,,101311,,90320,,76647,,71972,,67072,,64615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK T. Dark Label CD 2.0 4x4 Dies Aut,005443-7,,141194,,,,,,122501,,118694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK Trendline CD 2.0 16V TDI 4x4 Dies,005323-6,,133600,,,,117952,,106951,,99608,,81599,,73838,,68833,,64669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,AMAROK Trendline CD 2.0 TDI 4X4 Dies Aut,005349-0,,144720,,,,128800,,121378,,112280,,95003,,81672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Apolo GL 1.8,005025-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5998,4855,4584,,,,,,00005
VW - VolksWagen,Apolo GLS/ Vip 1.8,005026-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6032,4862,4602,,,,,,00005
VW - VolksWagen,Bora 2.0 8v Comfortline Aut.,005156-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18157,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Bora 2.0 8v Comfortline Mec.,005155-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16866,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Aut.,005154-3,,,,,,,,,,,,,,,,,,33553,,29482,,27120,,25411,,22189,,21249,,20456,,19475,,18698,,18064,,16928,,13115,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Mec.,005153-5,,,,,,,,,,,,,,,,,,32052,,28229,,26827,,23409,,21297,,20483,,19858,,19248,,17996,,17169,,16230,,12994,,11264,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Caravelle 2.4 Diesel,005083-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29739,,26576,,24940,,,,,,,,,,,,,,,,,00010
VW - VolksWagen,Corrado 2.0 Turbo,005118-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21990,21345,,,,,,,00005
VW - VolksWagen,Corrado G-60 2.8,005117-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29766,25159,,,,,,,00005
VW - VolksWagen,CROSSFOX  1.6 T. Flex 16V 5p,005418-6,,64795,,,,57651,,53863,,50996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,CROSSFOX  I MOTION 1.6 T. Flex 16V 5p,005419-4,,67112,,,,58667,,55709,,51248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,CROSSFOX 1.6 Mi Total Flex 8V 5p,005225-6,,56094,,,,,,,,49668,,40969,,36522,,34725,,32510,,27943,,26137,,25217,,23828,,23011,,22306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,CROSSFOX I MOTION 1.6 Mi T. Flex 8V 5p,005342-2,,60410,,,,,,,,50092,,40982,,37120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,EOS Cab. 2.0 Turbo FSI Tiptronic,005287-6,,,,,,,,,,,,,,,,119732,,95669,,90205,,78632,,76212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
VW - VolksWagen,Eurovan 2.4 Diesel,005084-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18797,,18121,,17005,,,,,,,,,,,,,,,,,00010
VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,005307-4,,,,,,,,,,,,29955,,25834,,23876,,22126,,20130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,005308-2,,,,,,,,,,,,30525,,27735,,26149,,24386,,22100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox 1.6 Mi I MOTION Total Flex 8V 5p,005305-8,,,,,,,,,,,,33198,,30571,,28451,,26218,,25120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox 1.6 Mi Total Flex 8V 5p,005306-6,,,,,,,,,,,,33177,,29894,,28251,,26521,,25082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox BLUEMOTION 1.0 Mi Total Flex 12V 3p,005352-0,,,,,,,,,,,,31919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p,005353-8,,48112,,,,40689,,39215,,36473,,31907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 3p.,005343-0,,,,,,,,,,,,,,29055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 5p.,005344-9,,,,,,,,,,,,,,29795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox City 1.0 Mi/ 1.0Mi Total Flex 8V 5p,005205-1,,,,,,,,,,,,,,,,,,,,21327,,19891,,17820,,16780,,16078,,15501,,14960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p,005198-5,,,,,,,,,,,,,,,,,,,,19376,,17997,,15903,,15230,,14706,,14205,,13758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Comfortline 1.0 Flex 12V 5p,005433-0,,47642,,,,40601,,38914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,005407-0,,39797,,,,,,,,36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Comfortline 1.6 Flex 8V 5p,005405-4,,49957,,,,44686,,43241,,39927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Comfortline I Motion 1.6 Flex 8V 5p,005404-6,,53990,,,,48295,,46304,,40209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox extreme 1.6 Mi Total Flex 8V 5p,005274-4,,,,,,,,,,,,,,,,,,,,25591,,23170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Highline I MOTION 1.6 Flex 16V 5p,005402-0,,59707,,,,51894,,46546,,43467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Highline1.6 Flex 16V 5p,005403-8,,55273,,,,47882,,46194,,42791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox PEPPER 1.6 Flex 16V 5p,005421-6,,56464,,,,50689,,47414,,44665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox PEPPER I MOTION 1.6 Flex 16V 5p,005422-4,,60576,,,,51921,,48649,,45116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 3p,005199-3,,,,,,,,,,,,,,,,,,,,19742,,18442,,17068,,15694,,15133,,14662,,14212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p,005206-0,,,,,,,,,,,,,,,,,,,,21768,,19920,,18373,,17713,,17108,,16419,,15183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 3p,005200-0,,,,,,,,,,,,,,,,,,,,24021,,20856,,20054,,18855,,18168,,16412,,15338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 4p,005207-8,,,,,,,,,,,,,,,,,,,,24439,,21654,,20806,,19290,,18522,,17707,,16546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
